"unique_ID","long_cite","short_cite","same_infant","UniqueIndex","coder","DOI","Title","JnlYear","expt_num","expt_condition","publication_status","peer_reviewed","native_lang","test_lang","Lab","infant_type","min_age","mean_age_1","mean_age_2","max_age","age_range_1","gender_1","n_1","n_2","group_name_1","group_name_2","n_excluded","fussers","non_criterion","criterion","exclusionCriteria","mean_age_months","multiple_age_groups","multiple_age_groups_younger_older","words","datasubset","WdMisAlignMajorStress","Linguistic","number_syllables","passages","edge_alignment","edge_alignment_simple","familiarization_voice","familiarization_register","familiarization_affect","max_trial_duration_fam","test_voice","test_register","age_group_for_index","indexical","max_trial_duration_test","num_test_trials","words_to_passage","familiarization_criterion","method","exposure_phase","response_mode","dependent_measure","participant_design","predicted_outcome","OtherNotes","x_1","SD_1","x_2","SD_2","corr","t","F","d","d_var","p_val_reported","proportion_familiarity_preference","corr_imputed","r","SD_dif","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","log_odds_calc","log_odds_var_calc","dataset","short_name","mean_age","n"
"SchmadeSeidl2009","Schmale, R. & Seidl, A. (2009). Accommodating variability in voice and foreign accent: flexibility of early word representations. Developmental Science, 12(4), 583-601.DOI: 10.1111/j.1467-7687.2009.00809.x","Schmale & Seidl (2009)","",818,"Christina","10.1111/j.1467-7687.2009.00809.x","Accommodating variability in voice and foreign accent: flexibility of early word representations",2009,4,"4","peer-reviewed","yes","American English","accented","Seidl","typical",242,265,NA,286,44,0.5,28,NA,"4",NA,10,5,0,0,"fussing or crying parental interference experimenter error exposure to 30% or more of another language",9,0,0,"{kingdom hamlet} {candle doctor}","Content Words",0,"match",2,"The candle in the kitchen was almost melted. So Annie bought another candle at the stationary store. She came home and put away the old candle. Fran gave that candle to you later. Then she made a place for the new big candle. Your candle is very pretty and smells nice too. Your hamlet lies just over the hill. Far away from here near the sea is an old hamlet. People from the hamlet like to fish. Another hamlet is in the country. People from that hamlet really like to farm. They grow so much that theirs is a very big hamlet. Your kingdom is in a faraway place. The prince used to sail to that kingdom when he came home from school. One day he saw a ghost in this old kingdom. The kingdom started to worry him. So he went to another kingdom. Now in the big kingdom he is happy. The raptor saw you the other day. He's much younger than the old raptor. I think your raptor is very nice. He showed another raptor your pretty picture. That raptor thought you grew a lot. Maybe someday youÃ¢â¬â¢ll be a big raptor.",60,0.3333333333,"Spanish-accented F3","IDS",NA,NA,"Spanish-accented F3","IDS",NA,"match",24.75,16,"yes",30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","exploratory","",7.57,2.58,6.44,2.36,0.485,NA,4.99,NA,NA,0.033,"0.6428571429",0.485,NA,NA,0.457036879234992,0.0406276641116123,0.443853123103213,0.0383175667162127,0.222775708724948,0.00871849185737694,0.828973200988019,0.133659657507316,"Word segmentation","inworddb",265,28
"SchmadeSeidl2009","Schmale, R. & Seidl, A. (2009). Accommodating variability in voice and foreign accent: flexibility of early word representations. Developmental Science, 12(4), 583-601.DOI: 10.1111/j.1467-7687.2009.00809.x","Schmale & Seidl (2009)","",818,"Christina","10.1111/j.1467-7687.2009.00809.x","Accommodating variability in voice and foreign accent: flexibility of early word representations",2009,5,"5","peer-reviewed","yes","American English","accented","Seidl","typical",242,252,NA,267,25,0.5,28,NA,"5",NA,7,4,0,0,"fussing or crying parental interference exposure to 30% or more of another language",9,0,0,"{kingdom hamlet} {candle doctor}","Content Words",0,"match",2,"The candle in the kitchen was almost melted. So Annie bought another candle at the stationary store. She came home and put away the old candle. Fran gave that candle to you later. Then she made a place for the new big candle. Your candle is very pretty and smells nice too. Your hamlet lies just over the hill. Far away from here near the sea is an old hamlet. People from the hamlet like to fish. Another hamlet is in the country. People from that hamlet really like to farm. They grow so much that theirs is a very big hamlet. Your kingdom is in a faraway place. The prince used to sail to that kingdom when he came home from school. One day he saw a ghost in this old kingdom. The kingdom started to worry him. So he went to another kingdom. Now in the big kingdom he is happy. The raptor saw you the other day. He's much younger than the old raptor. I think your raptor is very nice. He showed another raptor your pretty picture. That raptor thought you grew a lot. Maybe someday youÃ¢â¬â¢ll be a big raptor.",60,0.3333333333,"Spanish-accented F3 / Spanish-accented F4","IDS",NA,NA,"resp other female ","IDS",NA,"voice",24.315,16,"yes",30,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","significant","",8.28,3.9,7.76,3.45,0.42,NA,0.55,NA,NA,0.5,"",0.42,NA,NA,0.141232146245963,0.0418417493249029,0.137158142027329,0.0394626187928378,0.0704406607816377,0.010305498156935,0.256166777070362,0.137653837762113,"Word segmentation","inworddb",252,28
"SeidlJohnson2006","Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: Edge alignment facilitates target extraction. Developmental Science, 9(6), 565-573.","Seidl & Johnson (2006)","",63,"Amanda","10.1111/j.1467-7687.2006.00534.x","Infant word segmentation revisited: edge alignment facilitates target extraction",2006,1,"1 Cond A INITIAL","peer-reviewed","yes","American English","native","Seidl","typical",224.94,242.94,NA,258.36,33.42,0.484375,64,NA,"1 Cond A INITIAL",NA,3.5,2.5,0,0,"fussing and exp error",8,0,0,"geff deeb cash pig","Content Words",0,"match",1,"Geff runs the big circus in Toronto. Geff wants to juggle out there all day long. Geff has a great time making sugar snaps. Geff would love to learn to bake lasagna. Geff could do a great job fixing our school. Geff hires clowns to drive a tiny car around. At the circus I like low geff. It is such bad luck to have a rough geff. We'll have to tell her that we know geff. The lion tamer knows how to ensure geff. The elephants always want to thank geff. The clowns start dancing when they say geff.  I like how geff runs the circus. I wonder if geff wants to juggle too. We know geff has a great time. We're sure geff would love to learn. I think geff could do a great job. They say geff hires clowns all year.",100,1,"female Eng IDS","IDS",NA,25,"same female","IDS",NA,"not.manipulated",20,12,"no",25,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","significant","",10,3.8,8.7,3.3,0.56,NA,NA,NA,NA,NA,"",0.56,NA,NA,0.365292499708749,0.0146673904461113,0.360873638825175,0.014314680533426,0.179673906040746,0.00332306135613821,0.662567303731257,0.0482537804331455,"Word segmentation","inworddb",242.94,64
"SeidlJohnson2006","Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: Edge alignment facilitates target extraction. Developmental Science, 9(6), 565-573.","Seidl & Johnson (2006)","",63,"Amanda","10.1111/j.1467-7687.2006.00534.x","Infant word segmentation revisited: edge alignment facilitates target extraction",2006,1,"1 Cond A MEDIAL","peer-reviewed","yes","American English","native","Seidl","typical",224.94,242.94,NA,258.36,33.42,0.484375,64,NA,"1 Cond A MEDIAL",NA,3.5,2.5,0,0,"fussing and exp error",8,0,0,"geff deeb cash pig","Content Words",0,"match",1,"Geff runs the big circus in Toronto. Geff wants to juggle out there all day long. Geff has a great time making sugar snaps. Geff would love to learn to bake lasagna. Geff could do a great job fixing our school. Geff hires clowns to drive a tiny car around. At the circus I like low geff. It is such bad luck to have a rough geff. We'll have to tell her that we know geff. The lion tamer knows how to ensure geff. The elephants always want to thank geff. The clowns start dancing when they say geff.  I like how geff runs the circus. I wonder if geff wants to juggle too. We know geff has a great time. We're sure geff would love to learn. I think geff could do a great job. They say geff hires clowns all year.",0,0,"female Eng IDS","IDS",NA,25,"same female","IDS",NA,"not.manipulated",20,12,"no",25,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","nonsignificant","",8,3.3,8.7,3.3,0.56,NA,NA,NA,NA,NA,"",0.56,NA,NA,-0.212121212121212,0.0140593434343434,-0.20955522971652,0.0137212553597565,-0.105469062013454,0.00339884158680752,-0.384745319686046,0.0462533859453409,"Word segmentation","inworddb",242.94,64
"SeidlJohnson2006","Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: Edge alignment facilitates target extraction. Developmental Science, 9(6), 565-573.","Seidl & Johnson (2006)","",63,"Amanda","10.1111/j.1467-7687.2006.00534.x","Infant word segmentation revisited: edge alignment facilitates target extraction",2006,1,"1 Cond b FINAL","peer-reviewed","yes","American English","native","Seidl","typical",224.94,242.94,NA,258.36,33.42,0.484375,64,NA,"1 Cond b FINAL",NA,3.5,2.5,0,0,"fussing and exp error",8,0,0,"geff deeb cash pig","Content Words",0,"match",1,"Geff runs the big circus in Toronto. Geff wants to juggle out there all day long. Geff has a great time making sugar snaps. Geff would love to learn to bake lasagna. Geff could do a great job fixing our school. Geff hires clowns to drive a tiny car around. At the circus I like low geff. It is such bad luck to have a rough geff. We'll have to tell her that we know geff. The lion tamer knows how to ensure geff. The elephants always want to thank geff. The clowns start dancing when they say geff.  I like how geff runs the circus. I wonder if geff wants to juggle too. We know geff has a great time. We're sure geff would love to learn. I think geff could do a great job. They say geff hires clowns all year.",100,1,"female Eng IDS","IDS",NA,25,"same female","IDS",NA,"not.manipulated",20,12,"no",25,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","significant","",10.1,2.9,8.8,3,0.29,NA,NA,NA,NA,NA,"",0.29,NA,NA,0.440614682125479,0.0243412550258472,0.435284665809445,0.02375591559779,0.215148060717908,0.00527878260239815,0.799186630311457,0.0800795192437134,"Word segmentation","inworddb",242.94,64
"SeidlJohnson2006","Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: Edge alignment facilitates target extraction. Developmental Science, 9(6), 565-573.","Seidl & Johnson (2006)","",63,"Amanda","10.1111/j.1467-7687.2006.00534.x","Infant word segmentation revisited: edge alignment facilitates target extraction",2006,1,"1 Cond b MEDIAL","peer-reviewed","yes","American English","native","Seidl","typical",224.94,242.94,NA,258.36,33.42,0.484375,64,NA,"1 Cond b MEDIAL",NA,3.5,2.5,0,0,"fussing and exp error",8,0,0,"geff deeb cash pig","Content Words",0,"match",1,"Geff runs the big circus in Toronto. Geff wants to juggle out there all day long. Geff has a great time making sugar snaps. Geff would love to learn to bake lasagna. Geff could do a great job fixing our school. Geff hires clowns to drive a tiny car around. At the circus I like low geff. It is such bad luck to have a rough geff. We'll have to tell her that we know geff. The lion tamer knows how to ensure geff. The elephants always want to thank geff. The clowns start dancing when they say geff.  I like how geff runs the circus. I wonder if geff wants to juggle too. We know geff has a great time. We're sure geff would love to learn. I think geff could do a great job. They say geff hires clowns all year.",0,0,"female Eng IDS","IDS",NA,25,"same female","IDS",NA,"not.manipulated",20,12,"no",25,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","nonsignificant","",9.3,3.4,8.8,3,0.46,NA,NA,NA,NA,NA,"",0.46,NA,NA,0.155945715387951,0.0170801921206226,0.154059275282452,0.0166694610438406,0.0777369046694996,0.004193102852572,0.282854239425716,0.0561915797750494,"Word segmentation","inworddb",242.94,64
"SeidlJohnson2008","Seidl, A. & Johnson, E.K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(01), 1-24. DOI: 10.1017/S0305000907008215","Seidl & Johnson (2008)","",64,"Amanda","10.1017/S0305000907008215","Boundary alignment enables 11-month-olds to segment vowel initial words from speech",2008,1,"1 medial cond","peer-reviewed","yes","American English","native","Seidl","typical",316.2,336.62,NA,349.62,33.42,0.45,40,NA,"1 medial cond",NA,1,1,0,0,"fussiness",11,0,0,"ash eeb eff or igg","Content Words",0,"match",1,"It seems like Ash is very creative. I see Ash can stand on his head. I see that Ash named this dish. Somehow Ash makes us laugh. We suspect Ash loves to cook. IÃ¢â¬â¢m sure Ash learned to do flips.",0,0,"female Eng IDS","IDS",NA,45,"same female","IDS",NA,"not.manipulated",15,12,"no",45,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","nonsignificant","",6.25,2.21,6.26,3.09,0.598,NA,NA,NA,NA,0.04,"0.55",0.598,NA,NA,-0.00372262019044402,0.0201001392719059,-0.00364914742352736,0.0193145425889708,-0.00186130687099899,0.00502498259101176,-0.00675208613471283,0.0661268076735038,"Word segmentation","inworddb",336.62,40
"SeidlJohnson2008","Seidl, A. & Johnson, E.K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(01), 1-24. DOI: 10.1017/S0305000907008215","Seidl & Johnson (2008)","",64,"Amanda","10.1017/S0305000907008215","Boundary alignment enables 11-month-olds to segment vowel initial words from speech",2008,1,"1 initial cond","peer-reviewed","yes","American English","native","Seidl","typical",316.2,336.62,NA,349.62,33.42,0.45,40,NA,"1 initial cond",NA,1,1,0,0,"fussiness",11,0,0,"ash eeb eff or igg","Content Words",0,"match",1,"Eff runs a circus in Toronto. Eff hires acrobats to run the show. .",100,1,"female Eng IDS","IDS",NA,45,"same female","IDS",NA,"not.manipulated",15,12,"no",45,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","significant","",7.8,2.4,6.4,2.5,0.71,NA,NA,NA,NA,0.04,"0.8",0.71,NA,NA,0.571309610550541,0.0168663613655287,0.560033762973885,0.0162071541151361,0.274668251152033,0.00333244490970163,1.03624100839747,0.055488104787862,"Word segmentation","inworddb",336.62,40
"SeidlJohnson2008","Seidl, A. & Johnson, E.K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(01), 1-24. DOI: 10.1017/S0305000907008215","Seidl & Johnson (2008)","",64,"Amanda","10.1017/S0305000907008215","Boundary alignment enables 11-month-olds to segment vowel initial words from speech",2008,3,"3","peer-reviewed","yes","American English","native","Seidl","typical",319.2,334.62,NA,346.62,27.42,0.55,20,NA,"3",NA,4,4,0,0,"fussiness",11,0,0,"ash eeb eff or igg","Content Words",0,"match",1,"At the silly circus I like low Eff. It is such bad luck to have a rough Eff. WeÃ¢â¬â¢ll have to tell her that we know Eff. The lion tamer knows how to ensure Eff. The elephants always want to thank Eff. The clowns start dancing when they say Eff. This baby giraffe seems creative like Ash. IÃ¢â¬â¢ll stand on a chair so I can see Ash. He isnÃ¢â¬â¢t nearly as shiny as that Ash. IÃ¢â¬â¢m going to learn how to grow Ash. We need to be sure to always correct Ash. It is easy to make food that lures Ash.",100,1,"female Eng IDS","IDS",NA,45,"same female","IDS",NA,"not.manipulated",15,12,"no",45,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","significant","",5.46,2.1,6.48,2.4,0.63,NA,4.7,NA,NA,0.041,"0.75",0.63,NA,NA,-0.452329271561663,0.0407851327433628,-0.433482218579927,0.0374571792035398,-0.220593270084409,0.00877904462172967,-0.820434545183071,0.134177708540969,"Word segmentation","inworddb",334.62,20
"SeidlJohnson2008","Seidl, A. & Johnson, E.K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(01), 1-24. DOI: 10.1017/S0305000907008215","Seidl & Johnson (2008)","",64,"Amanda","10.1017/S0305000907008215","Boundary alignment enables 11-month-olds to segment vowel initial words from speech",2008,2,"2 (initial position w/ pauses removed)","peer-reviewed","yes","American English","native","Seidl","typical",325.2,338.5,NA,345.62,20.42,0.5,20,NA,"2 (initial position w/ pauses removed)",NA,6,4,2,NA,"fussiness diff scores > 3 stdev",11,0,0,"ash eeb eff or igg","Content Words",0,"match",1,"Same as eff example above but w/o pauses",100,1,"female Eng IDS","IDS",NA,45,"same female","IDS",NA,"not.manipulated",15,12,"no",45,"head-turn preference procedure","familiarization","behavior","looking_time","within_two","exploratory","",9.04,3.04,7.77,2.76,0.82,NA,11.06,NA,NA,0.004,"0.75",0.82,NA,NA,0.437421612712179,0.0197220390054095,0.419195712182505,0.0181127754060098,0.213660338571411,0.00428562182395723,0.793395043039656,0.0648829076554152,"Word segmentation","inworddb",338.5,20
