"unique_ID","long_cite","short_cite","contributor","study_num","condition","response_mode","procedure","method","dependent_measure","between_participant","same_infant","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","x_dif","SD_1","SD_2","t","F","d","d_var","corr","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","mean_vocab","dependent_measure_2","dependent_measure_2_x_diff","dependent_measure_2_SD_1","dependent_measure_2_SD_2","n_excluded_fussers","n_excluded_non_criterion","exclusion_criteria","nativeness","contrast_pseudoIPA","contrast_sampa","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","stimuli_notes","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","frequency_1","frequency_2","frequency_source","object_type","object_no","object_motion_word_coordination","object_motion","method_notes","results_extra","MSDapprox","general_notes","same_infant_number","dataset","response_mode_procedure","mean_age","n"
"Bohn2001","Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504â515.","Bohn & Polka (2001)","st","VC",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","German","standard",NA,NA,10,NA,249.444,NA,76.4,NA,NA,12.6,NA,NA,NA,1.892473118,0.6156888217,NA,182.52,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure","native","o-Ê_","o-U_","AEnglish",1,0,0,0,0,1,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 352/682/2194; F1/F2/F3.2: 389/924/2060; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel. Onset & offset silenced (only vowel).; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",352,682,389,924,NA,NA,140.3,73.5,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",110,"Phonemic discrimination","behavior: conditioning",249.444,10
"Bohn2001","Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504â515.","Bohn & Polka (2001)","st","CND",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","German","standard",NA,NA,10,NA,249.444,NA,64.8,NA,NA,10.7,NA,NA,NA,1.249321676,0.5272952044,NA,182.52,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure","native","e-i_","e-i_","not_looked_up",1,0,1,0,0,0,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 299/2206/2507; F1/F2/F3.2: 255/2279/2658; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel.  Onset & offset silenced (only vowel).Neutralized duration (duration in text not specified, but said to be mean of the 8 tokens used - thus mean taken); voice: male; IDS: no; naturalness: natural_processed; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",299,2206,255,2279,NA,NA,114.65,175.65,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",111,"Phonemic discrimination","behavior: conditioning",249.444,10
"Bohn2001","Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504â515.","Bohn & Polka (2001)","st","CND",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","German","standard",NA,NA,10,NA,249.444,NA,52.3,NA,NA,10.7,NA,NA,NA,0.1941513416,0.4493158546,NA,182.52,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure","native","I-e_","I-e_","not_looked_up",1,0,1,0,0,1,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 345/2088/2606; F1/F2/F3.2: 299/2206/2507; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel.  Onset & offset silenced (only vowel).Neutralized duration (duration in text not specified, but said to be mean of the 8 tokens used - thus mean taken); voice: male; IDS: no; naturalness: natural_processed; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",345,2088,299,2206,NA,NA,101.65,161.55,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",112,"Phonemic discrimination","behavior: conditioning",249.444,10
"Bohn2001","Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. The Journal of the Acoustical Society of America, 110(1), 504â515.","Bohn & Polka (2001)","st","CND",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","German","standard",NA,NA,10,NA,249.444,NA,58.7,NA,NA,13.2,NA,NA,NA,0.5953079179,0.4666043033,NA,182.52,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.428571429,26.57142857,"criterion, fussiness, scheduling, eq failure","native","o-Ê_","o-U_","AEnglish",1,0,0,0,0,1,0,"comments_F: mean F of mid-vowel, onset/offset& range  available; F1/F2/F3.1: 352/682/2194; F1/F2/F3.2: 389/924/2060; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel.  Onset & offset silenced (only vowel).Neutralized duration (duration in text not specified, but said to be mean of the 8 tokens used - thus mean taken); voice: male; IDS: no; naturalness: natural_processed; ISI: 1500; SOA: NA; ambient.noise: NA; snr: 68; differ.in: ",352,682,389,924,NA,NA,106.9,198,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";overall there were 8 condition, with four of these tested per child. So in Nb included some babies are couted double, while nb excluded goes overall. Either full syllable or parts of it silenced/neutralized for durations. Here I skipped all parts where th",113,"Phonemic discrimination","behavior: conditioning",249.444,10
"Kuhl1979","Kuhl, P K. (1979). Speech perception in early infancy: perceptual constancy for spectrally dissimilar vowel categories. The Journal of the Acoustical Society of America, 66(6), 1668â1679.","Kuhl (1979)","st","exp2",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"yes","English","standard",NA,NA,8,NA,183,NA,79.2,NA,NA,11.3,NA,7.2,NA,2.247018084,0.7520426463,NA,30.42,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"criterion","native","a-i_","A-i_","not_looked_up",1,0,2,0,0,0,0,"comments_F: F1/F2/F3 for male, female, child in that order; F1/F2/F3.1: 730/1090/2440;850/1220/2810;1030/1370/3170; F1/F2/F3.2: 270/2290/3010;310/2790/3310;370/3200/3730; min.f0: 92; average.f0: NA; max.f0: 264; range.f0: 131; pitch.contour: fallind and rising; other: NA; voice: mixed; IDS: no; naturalness: synthetic; ISI: 1500; SOA: 2000; ambient.noise: NA; snr: 68; differ.in: ",730,1090,270,2290,NA,NA,500,500,"0.05926759577","0.09346106843","R.Daland corpus, overall vowel counts","",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:NA;max.trial.duration:6000;nb.tokens.trial:6;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:3 consecutive correct and 9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:NA;CHT.Max.nb.visits:6;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,190,"Phonemic discrimination","behavior: conditioning",183,8
"Trainor2002","Trainor, L. J., & Desjardins, R. N. (2002). Pitch characteristics of infant-directed speech affect infantsâ ability to discriminate vowels. Psychonomic Bulletin & Review, 9(2), 335â340.","Trainor & Desjardins (2002)","st","only",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","English","standard",NA,NA,24,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,0.1313902544,0.2892974032,NA,30.42,NA,12,NA,NA,NA,NA,NA,"dPrime",0.1,0.734846923,NA,0,12,"criterion","native","i-I_","i-I_","not_looked_up",1,0,0,0,0,1,0,"comments_F: F4 also available; F1/F2/F3.1: 310/2790/3310; F1/F2/F3.2: 430/2480/3070; min.f0: NA; average.f0: 340; max.f0: NA; range.f0: 0; pitch.contour: steady; other: NA; voice: female; IDS: NA; naturalness: synthetic; ISI: 1500; SOA: 2000; ambient.noise: NA; snr: NA; differ.in: ",310,2790,430,2480,500,500,500,500,"0.09346106843","0.1302692755","R.Daland corpus, overall vowel counts","",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:NA;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:45;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:NA;CHT.criterion:4 consecutive;CHT.criterionByChance:0.0625;CHT.maximum.trials:20;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","SDs were eyeballed from Fig.2. It is not reported whether they are SE or SD. Here, 1SD assumed",118,"Phonemic discrimination","behavior: conditioning",198,24
"Trainor2002","Trainor, L. J., & Desjardins, R. N. (2002). Pitch characteristics of infant-directed speech affect infantsâ ability to discriminate vowels. Psychonomic Bulletin & Review, 9(2), 335â340.","Trainor & Desjardins (2002)","st","only",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","English","standard",NA,NA,24,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,0.854036653,0.3138928494,NA,30.42,NA,12,NA,NA,NA,NA,NA,"dPrime",0.39,0.440908154,NA,0,12,"criterion","native","i-I_","i-I_","not_looked_up",1,0,0,0,0,1,0,"comments_F: F4 also available; F1/F2/F3.1: 310/2790/3310; F1/F2/F3.2: 430/2480/3070; min.f0: NA; average.f0: 240; max.f0: NA; range.f0: 0; pitch.contour: steady; other: NA; voice: female; IDS: NA; naturalness: synthetic; ISI: 1500; SOA: 2000; ambient.noise: NA; snr: NA; differ.in: ",310,2790,430,2480,500,500,500,500,"0.09346106843","0.1302692755","R.Daland corpus, overall vowel counts","",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:NA;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:45;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:NA;CHT.criterion:4 consecutive;CHT.criterionByChance:0.0625;CHT.maximum.trials:20;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","SDs were eyeballed from Fig.2. It is not reported whether they are SE or SD. Here, 2SD assumed",119,"Phonemic discrimination","behavior: conditioning",198,24
"Trainor2002","Trainor, L. J., & Desjardins, R. N. (2002). Pitch characteristics of infant-directed speech affect infantsâ ability to discriminate vowels. Psychonomic Bulletin & Review, 9(2), 335â340.","Trainor & Desjardins (2002)","st","only",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","English","standard",NA,NA,24,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,1.146678585,0.3327559096,NA,30.42,NA,12,NA,NA,NA,NA,NA,"dPrime",0.64,0.538887743,NA,0,12,"criterion","native","i-I_","i-I_","not_looked_up",1,0,0,0,0,1,0,"comments_F: F4 also available; F1/F2/F3.1: 310/2790/3310; F1/F2/F3.2: 430/2480/3070; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: falling; other: NA; voice: female; IDS: NA; naturalness: synthetic; ISI: 1500; SOA: 2000; ambient.noise: NA; snr: NA; differ.in: ",310,2790,430,2480,500,500,500,500,"0.09346106843","0.1302692755","R.Daland corpus, overall vowel counts","",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:NA;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:45;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:NA;CHT.criterion:4 consecutive;CHT.criterionByChance:0.0625;CHT.maximum.trials:20;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","SDs were eyeballed from Fig.2. It is not reported whether they are SE or SD. Here, 3SD assumed",120,"Phonemic discrimination","behavior: conditioning",198,24
"Trainor2002","Trainor, L. J., & Desjardins, R. N. (2002). Pitch characteristics of infant-directed speech affect infantsâ ability to discriminate vowels. Psychonomic Bulletin & Review, 9(2), 335â340.","Trainor & Desjardins (2002)","st","only",NA,"behavior","conditioning","conditioned head-turn","pcHeadTurns",0,"no","English","standard",NA,NA,24,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,2.069396505,0.4153914292,NA,30.42,NA,12,NA,NA,NA,NA,NA,"dPrime",1.05,0.489897949,NA,0,12,"criterion","native","i-I_","i-I_","not_looked_up",1,0,0,0,0,1,0,"comments_F: F4 also available; F1/F2/F3.1: 310/2790/3310; F1/F2/F3.2: 430/2480/3070; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: falling; other: NA; voice: female; IDS: NA; naturalness: synthetic; ISI: 1500; SOA: 2000; ambient.noise: NA; snr: NA; differ.in: ",310,2790,430,2480,500,500,500,500,"0.09346106843","0.1302692755","R.Daland corpus, overall vowel counts","",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:NA;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:45;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:NA;CHT.criterion:4 consecutive;CHT.criterionByChance:0.0625;CHT.maximum.trials:20;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","SDs were eyeballed from Fig.2. It is not reported whether they are SE or SD. Here, 4SD assumed",121,"Phonemic discrimination","behavior: conditioning",198,24
"Albareda2011","Albareda-Castellot, B., Pons, F., & SebastiÃ¡n-GallÃ©s, N. (2011). The acquisition of phonetic categories in bilingual infants: new data from an anticipatory eye movement paradigm. Developmental Science, 14(2), 395-401.","Albareda-Castellot, Pons, & SebastiÃ¡n-GallÃ©s (2011)","st","exp1",NA,"eye-tracking","conditioning","anticipatory eye movements","targetSelection",0,"no","mixed","mixed",NA,NA,18,NA,240,NA,58,NA,NA,13,NA,NA,NA,0.5860805861,0.3473507055,NA,22,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"criterion, fussiness, side bias","native","deÃ°i -duÃ°i_","deDi -duDi_","not_looked_up",1,1,0,0,1,0,0,"comments_F: F1 & F2 taken from 150-200 ms central section of vowel. Stim characteristics taken from Bosch & S-G, 2003; F1/F2/F3.1: 675/2526; F1/F2/F3.2: 442/2716; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: first syllable stressed. 18 tokens from 5 female talkers. ; voice: female; IDS: no; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",675,2526,442,2716,761.9,792.8,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:NA;max.trial.duration:NA;nb.tokens.trial:NA;visual.stim:T-shaped occluder (60*42), elmao cartoon (16*20cm);size.in:99*86;dist.from.child.in:29.5;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:28 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:40;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";PC are percent correctly anticipated eye movements.",144,"Phonemic discrimination","eye-tracking: conditioning",240,18
"Albareda2011","Albareda-Castellot, B., Pons, F., & SebastiÃ¡n-GallÃ©s, N. (2011). The acquisition of phonetic categories in bilingual infants: new data from an anticipatory eye movement paradigm. Developmental Science, 14(2), 395-401.","Albareda-Castellot, Pons, & SebastiÃ¡n-GallÃ©s (2011)","st","exp2",NA,"eye-tracking","conditioning","anticipatory eye movements","targetSelection",0,"no","Spanish","standard",NA,NA,18,NA,239,NA,53,NA,NA,9,NA,NA,NA,0.3174603175,0.3375064219,NA,19,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,"criterion, fussiness, side bias","nonnative","dÎµÃ°i -deÃ°i_","dEDi -deDi_","not_looked_up",1,0,0,0,0,1,0,"comments_F: F1 & F2 taken from 150-200 ms central section of vowel. Stim characteristics taken from Bosch & S-G, 2003; F1/F2/F3.1: 675/2527; F1/F2/F3.2: 442/2717; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: first syllable stressed. 18 tokens from 5 female talkers. ; voice: female; IDS: no; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",675,2527,442,2717,761.9,792.8,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:NA;max.trial.duration:NA;nb.tokens.trial:NA;visual.stim:T-shaped occluder (60*42), elmao cartoon (16*20cm);size.in:99*86;dist.from.child.in:29.5;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:29 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:40;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",145,"Phonemic discrimination","eye-tracking: conditioning",239,18
"Albareda2011","Albareda-Castellot, B., Pons, F., & SebastiÃ¡n-GallÃ©s, N. (2011). The acquisition of phonetic categories in bilingual infants: new data from an anticipatory eye movement paradigm. Developmental Science, 14(2), 395-401.","Albareda-Castellot, Pons, & SebastiÃ¡n-GallÃ©s (2011)","st","exp2",NA,"eye-tracking","conditioning","anticipatory eye movements","targetSelection",0,"no","Catalan","standard",NA,NA,18,NA,240,NA,59,NA,NA,12,NA,NA,NA,0.7142857143,0.3539540178,NA,22,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"criterion, fussiness, side bias","native","dÎµÃ°i -deÃ°i_","dEDi -deDi_","not_looked_up",1,0,0,0,0,1,0,"comments_F: F1 & F2 taken from 150-200 ms central section of vowel. Stim characteristics taken from Bosch & S-G, 2003; F1/F2/F3.1: 675/2528; F1/F2/F3.2: 442/2718; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: first syllable stressed. 18 tokens from 5 female talkers. ; voice: female; IDS: no; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",675,2528,442,2718,761.9,792.8,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:NA;max.trial.duration:NA;nb.tokens.trial:NA;visual.stim:T-shaped occluder (60*42), elmao cartoon (16*20cm);size.in:99*86;dist.from.child.in:29.5;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:30 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:40;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",146,"Phonemic discrimination","eye-tracking: conditioning",240,18
"Albareda2011","Albareda-Castellot, B., Pons, F., & SebastiÃ¡n-GallÃ©s, N. (2011). The acquisition of phonetic categories in bilingual infants: new data from an anticipatory eye movement paradigm. Developmental Science, 14(2), 395-401.","Albareda-Castellot, Pons, & SebastiÃ¡n-GallÃ©s (2011)","st","exp2",NA,"eye-tracking","conditioning","anticipatory eye movements","targetSelection",0,"no","CatSpan","bilingual",NA,NA,18,NA,236,NA,61,NA,NA,15,NA,NA,NA,0.6984126984,0.353073029,NA,30,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,"criterion, fussiness, side bias","native","dÎµÃ°i -deÃ°i_","dEDi -deDi_","not_looked_up",1,0,0,0,0,1,0,"comments_F: F1 & F2 taken from 150-200 ms central section of vowel. Stim characteristics taken from Bosch & S-G, 2003; F1/F2/F3.1: 675/2529; F1/F2/F3.2: 442/2719; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: first syllable stressed. 18 tokens from 5 female talkers. ; voice: female; IDS: no; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",675,2529,442,2719,761.9,792.8,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:NA;max.trial.duration:NA;nb.tokens.trial:NA;visual.stim:T-shaped occluder (60*42), elmao cartoon (16*20cm);size.in:99*86;dist.from.child.in:29.5;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:31 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:40;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",147,"Phonemic discrimination","eye-tracking: conditioning",236,18
"Benderssubmitted","Benders, T. (submitted). Learning phonemes from multiple auditory cues: Dutch infants' language input and perception.","Benders (submitted)","st","E1",NA,"eye-tracking","test only","stimulus alternation","lookingTime",0,"yes","Dutch","standard",NA,NA,18,NA,350,NA,1.251317,NA,NA,0.5549284,NA,NA,NA,0.4313160469,0.3409966411,NA,71.4,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,11.5,"fussiness, bilingual, premature, criterion","native","sÉk -sa:k","sÉk -sa:k","not_looked_up",NA,1,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: 1001/1354; F1/F2/F3.2: 1113/1734; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: NA; voice: female/synth; IDS: NA; naturalness: synthetic; ISI: 675; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",1001,1354,1113,1734,150,300,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:1;max.trial.duration:10;nb.tokens.trial:8;visual.stim:checkerboard;size.in:17;dist.from.child.in:60;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,149,"Phonemic discrimination","eye-tracking: test only",350,18
"Benderssubmitted","Benders, T. (submitted). Learning phonemes from multiple auditory cues: Dutch infants' language input and perception.","Benders (submitted)","st","E1",NA,"eye-tracking","test only","stimulus alternation","lookingTime",0,"yes","Dutch","standard",NA,NA,18,NA,350,NA,0.9016766,NA,NA,0.2859144,NA,NA,NA,-0.327515275,0.3377731921,NA,71.4,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,11.5,"fussiness, bilingual, premature, criterion","nonnative","sÉk -sak/sÉ:k -sa:k","sÉk -sak/sÉ:k -sa:k","not_looked_up",NA,1,0,0,0,0,0,"comments_F: length equal for s1 and s2, couldÃ£â¬â¬either be 150 or 300 ms, but no difference. Coded first possibility ; F1/F2/F3.1: 1001/1354; F1/F2/F3.2: 1113/1734; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: NA; voice: female/synth; IDS: NA; naturalness: synthetic; ISI: NA; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",1001,1354,1113,1734,150,150,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:1;max.trial.duration:10;nb.tokens.trial:8;visual.stim:checkerboard;size.in:17;dist.from.child.in:60;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",NA,149,"Phonemic discrimination","eye-tracking: test only",350,18
